高度_km,马赫数,静态温度_K,静态温度_C,静态压力_Pa,静态压力_kPa,静态压力_atm,密度_kg_m3,声速_m_s,飞行速度_m_s,飞行速度_km_h,总温_K,总温_C,总压_Pa,总压_kPa,总压_atm,动压_Pa,动压_kPa,动力粘度_Pa_s,运动粘度_m2_s,雷诺数_m
8.0,0.5,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,154.0311,554.5118,247.9575,-25.1925,42228.78,42.2288,0.416766,6229.94,6.2299,1.527e-05,2.90707e-05,5298491.9
8.0,0.7,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,215.6435,776.3165,259.2927,-13.8573,49380.35,49.3804,0.487346,12210.69,12.2107,1.527e-05,2.90707e-05,7417888.66
8.0,0.85,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,261.8528,942.67,270.2737,-2.8763,57095.42,57.0954,0.563488,18004.53,18.0045,1.527e-05,2.90707e-05,9007436.23
8.0,0.95,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,292.659,1053.5724,278.7751,5.6251,63632.2,63.6322,0.628001,22490.09,22.4901,1.527e-05,2.90707e-05,10067134.61
8.0,1.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,308.0621,1109.0236,283.38,10.23,67387.66,67.3877,0.665064,24919.77,24.9198,1.527e-05,2.90707e-05,10596983.8
8.0,1.2,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,369.6745,1330.8283,304.1612,31.0112,86327.97,86.328,0.851991,35884.47,35.8845,1.527e-05,2.90707e-05,12716380.55
8.0,1.5,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,462.0932,1663.5354,342.4175,69.2675,130687.49,130.6875,1.289785,56069.48,56.0695,1.527e-05,2.90707e-05,15895475.69
8.0,2.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,616.1242,2218.0472,425.07,151.92,278547.82,278.5478,2.749053,99679.08,99.6791,1.527e-05,2.90707e-05,21193967.59
8.0,2.5,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,770.1553,2772.559,531.3375,258.1875,608253.78,608.2538,6.002998,155748.57,155.7486,1.527e-05,2.90707e-05,26492459.49
8.0,3.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,924.1863,3327.0708,661.22,388.07,1307672.86,1307.6729,12.905728,224277.94,224.2779,1.527e-05,2.90707e-05,31790951.39
8.0,4.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,1232.2484,4436.0943,991.83,718.68,5405284.0,5405.284,53.346005,398716.33,398.7163,1.527e-05,2.90707e-05,42387935.18
8.0,5.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,1540.3105,5545.1179,1416.9,1143.75,18835422.97,18835.423,185.891172,622994.27,622.9943,1.527e-05,2.90707e-05,52984918.98
8.0,6.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,1848.3726,6654.1415,1936.43,1663.28,56207527.84,56207.5278,554.72517,897111.74,897.1117,1.527e-05,2.90707e-05,63581902.77
8.0,8.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,2464.4969,8872.1887,3258.87,2985.72,347554409.85,347554.4099,3430.095335,1594865.32,1594.8653,1.527e-05,2.90707e-05,84775870.36
8.0,10.0,236.15,-37.0,35599.67,35.5997,0.351341,0.525167,308.0621,3080.6211,11090.2358,4959.15,4686.0,1510822807.95,1510822.808,14910.661811,2491977.06,2491.9771,1.527e-05,2.90707e-05,105969837.96
10.0,0.1,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,29.9463,107.8066,223.5963,-49.5537,26621.65,26.6217,0.262735,185.05,0.1851,1.457e-05,3.53046e-05,848225.63
10.0,0.3,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,89.8388,323.4197,227.1667,-45.9833,28139.42,28.1394,0.277715,1665.48,1.6655,1.457e-05,3.53046e-05,2544676.88
10.0,0.5,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,149.7314,539.0329,234.3075,-38.8425,31358.88,31.3589,0.309488,4626.32,4.6263,1.457e-05,3.53046e-05,4241128.13
10.0,0.7,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,209.6239,754.646,245.0187,-28.1313,36669.6,36.6696,0.361901,9067.59,9.0676,1.457e-05,3.53046e-05,5937579.38
10.0,0.85,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,254.5433,916.3559,255.3952,-17.7548,42398.77,42.3988,0.418443,13370.08,13.3701,1.457e-05,3.53046e-05,7209917.82
10.0,0.95,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,284.4896,1024.1625,263.4286,-9.7214,47252.95,47.253,0.46635,16701.03,16.701,1.457e-05,3.53046e-05,8058143.44
10.0,1.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,299.4627,1078.0658,267.78,-5.37,50041.73,50.0417,0.493873,18505.29,18.5053,1.457e-05,3.53046e-05,8482256.25
10.0,1.2,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,359.3553,1293.6789,287.4172,14.2672,64106.71,64.1067,0.632684,26647.62,26.6476,1.457e-05,3.53046e-05,10178707.5
10.0,1.5,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,449.1941,1617.0986,323.5675,50.4175,97047.86,97.0479,0.957788,41636.91,41.6369,1.457e-05,3.53046e-05,12723384.38
10.0,2.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,598.9254,2156.1315,401.67,128.52,206848.19,206.8482,2.041433,74021.18,74.0212,1.457e-05,3.53046e-05,16964512.51
10.0,2.5,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,748.6568,2695.1644,502.0875,228.9375,451686.15,451.6861,4.457796,115658.09,115.6581,1.457e-05,3.53046e-05,21205640.63
10.0,3.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,898.3881,3234.1973,624.82,351.67,971071.19,971.0712,9.583728,166547.65,166.5477,1.457e-05,3.53046e-05,25446768.76
10.0,4.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,1197.8508,4312.263,937.23,664.08,4013936.3,4013.9363,39.614471,296084.71,296.0847,1.457e-05,3.53046e-05,33929025.01
10.0,5.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,1497.3136,5390.3288,1338.9,1065.75,13987088.94,13987.0889,138.041835,462632.36,462.6324,1.457e-05,3.53046e-05,42411281.27
10.0,6.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,1796.7763,6468.3946,1829.83,1556.68,41739423.21,41739.4232,411.936079,666190.6,666.1906,1.457e-05,3.53046e-05,50893537.52
10.0,8.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,2395.7017,8624.5261,3079.47,2806.32,258092130.35,258092.1304,2547.171284,1184338.85,1184.3388,1.457e-05,3.53046e-05,67858050.03
10.0,10.0,223.15,-50.0,26436.13,26.4361,0.260904,0.412706,299.4627,2994.6271,10780.6576,4686.15,4413.0,1121929303.83,1121929.3038,11072.581336,1850529.45,1850.5294,1.457e-05,3.53046e-05,84822562.54
12.0,0.1,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,29.5069,106.2249,217.0833,-56.0667,19465.94,19.4659,0.192114,135.31,0.1353,1.422e-05,4.57343e-05,645180.6
12.0,0.3,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,88.5207,318.6746,220.5497,-52.6003,20575.74,20.5757,0.203067,1217.81,1.2178,1.422e-05,4.57343e-05,1935541.8
12.0,0.5,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,147.5345,531.1243,227.4825,-45.6675,22929.83,22.9298,0.2263,3382.8,3.3828,1.422e-05,4.57343e-05,3225903.0
12.0,0.7,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,206.5483,743.574,237.8817,-35.2683,26813.06,26.8131,0.264624,6630.29,6.6303,1.422e-05,4.57343e-05,4516264.2
12.0,0.85,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,250.8087,902.9113,247.9559,-25.1941,31002.27,31.0023,0.305969,9776.29,9.7763,1.422e-05,4.57343e-05,5484035.1
12.0,0.95,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,280.3156,1009.1361,255.7553,-17.3947,34551.69,34.5517,0.340999,12211.91,12.2119,1.422e-05,4.57343e-05,6129215.7
12.0,1.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,295.069,1062.2486,259.98,-13.17,36590.86,36.5909,0.361124,13531.2,13.5312,1.422e-05,4.57343e-05,6451806.0
12.0,1.2,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,354.0829,1274.6983,279.0452,5.8952,46875.27,46.8753,0.462623,19484.93,19.4849,1.422e-05,4.57343e-05,7742167.2
12.0,1.5,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,442.6036,1593.3729,314.1425,40.9925,70962.07,70.9621,0.700341,30445.2,30.4452,1.422e-05,4.57343e-05,9677709.0
12.0,2.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,590.1381,2124.4971,389.97,116.82,151248.83,151.2488,1.49271,54124.8,54.1248,1.422e-05,4.57343e-05,12903612.0
12.0,2.5,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,737.6726,2655.6214,487.4625,214.3125,330276.05,330.276,3.259571,84570.0,84.57,1.422e-05,4.57343e-05,16129515.0
12.0,3.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,885.2071,3186.7457,606.62,333.47,710054.0,710.054,7.007688,121780.8,121.7808,1.422e-05,4.57343e-05,19355418.0
12.0,4.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,1180.2762,4248.9943,909.93,636.78,2935018.1,2935.0181,28.966377,216499.2,216.4992,1.422e-05,4.57343e-05,25807224.0
12.0,5.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,1475.3452,5311.2428,1299.9,1026.75,10227456.56,10227.4566,100.937148,338280.0,338.28,1.422e-05,4.57343e-05,32259029.99
12.0,6.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,1770.4143,6373.4914,1776.53,1503.38,30520156.11,30520.1561,301.210522,487123.19,487.1232,1.422e-05,4.57343e-05,38710835.99
12.0,8.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,2360.5524,8497.9885,2989.77,2716.62,188718758.0,188718.758,1862.509331,865996.79,865.9968,1.422e-05,4.57343e-05,51614447.99
12.0,10.0,216.65,-56.5,19330.29,19.3303,0.190775,0.310827,295.069,2950.6905,10622.4857,4549.65,4276.5,820362498.06,820362.4981,8096.348365,1353119.98,1353.12,1.422e-05,4.57343e-05,64518059.99
15.0,0.1,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,29.5069,106.2249,217.0833,-56.0667,12129.0,12.129,0.119704,84.31,0.0843,1.422e-05,7.33994e-05,402004.5
15.0,0.3,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,88.5207,318.6746,220.5497,-52.6003,12820.5,12.8205,0.126529,758.8,0.7588,1.422e-05,7.33994e-05,1206013.49
15.0,0.5,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,147.5345,531.1243,227.4825,-45.6675,14287.31,14.2873,0.141005,2107.78,2.1078,1.422e-05,7.33994e-05,2010022.48
15.0,0.7,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,206.5483,743.574,237.8817,-35.2683,16706.91,16.7069,0.164884,4131.25,4.1313,1.422e-05,7.33994e-05,2814031.47
15.0,0.85,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,250.8087,902.9113,247.9559,-25.1941,19317.16,19.3172,0.190645,6091.49,6.0915,1.422e-05,7.33994e-05,3417038.21
15.0,0.95,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,280.3156,1009.1361,255.7553,-17.3947,21528.75,21.5288,0.212472,7609.1,7.6091,1.422e-05,7.33994e-05,3819042.71
15.0,1.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,295.069,1062.2486,259.98,-13.17,22799.34,22.7993,0.225012,8431.13,8.4311,1.422e-05,7.33994e-05,4020044.95
15.0,1.2,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,354.0829,1274.6983,279.0452,5.8952,29207.43,29.2074,0.288255,12140.83,12.1408,1.422e-05,7.33994e-05,4824053.94
15.0,1.5,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,442.6036,1593.3729,314.1425,40.9925,44215.64,44.2156,0.436374,18970.05,18.97,1.422e-05,7.33994e-05,6030067.43
15.0,2.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,590.1381,2124.4971,389.97,116.82,94241.38,94.2414,0.93009,33724.53,33.7245,1.422e-05,7.33994e-05,8040089.91
15.0,2.5,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,737.6726,2655.6214,487.4625,214.3125,205791.15,205.7911,2.031001,52694.58,52.6946,1.422e-05,7.33994e-05,10050112.38
15.0,3.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,885.2071,3186.7457,606.62,333.47,442426.35,442.4264,4.366409,75880.19,75.8802,1.422e-05,7.33994e-05,12060134.86
15.0,4.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,1180.2762,4248.9943,909.93,636.78,1828775.49,1828.7755,18.048611,134898.12,134.8981,1.422e-05,7.33994e-05,16080179.81
15.0,5.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,1475.3452,5311.2428,1299.9,1026.75,6372608.71,6372.6087,62.892758,210778.31,210.7783,1.422e-05,7.33994e-05,20100224.76
15.0,6.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,1770.4143,6373.4914,1776.53,1503.38,19016752.76,19016.7528,187.680758,303520.77,303.5208,1.422e-05,7.33994e-05,24120269.72
15.0,8.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,2360.5524,8497.9885,2989.77,2716.62,117588453.64,117588.4536,1160.507808,539592.48,539.5925,1.422e-05,7.33994e-05,32160359.62
15.0,10.0,216.65,-56.5,12044.48,12.0445,0.11887,0.193673,295.069,2950.6905,10622.4857,4549.65,4276.5,511158289.69,511158.2897,5044.740091,843113.25,843.1133,1.422e-05,7.33994e-05,40200449.53
18.0,0.1,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,29.5069,106.2249,217.0833,-56.0667,7557.44,7.5574,0.074586,52.53,0.0525,1.422e-05,0.0001177994,250484.31
18.0,0.3,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,88.5207,318.6746,220.5497,-52.6003,7988.31,7.9883,0.078838,472.8,0.4728,1.422e-05,0.0001177994,751452.92
18.0,0.5,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,147.5345,531.1243,227.4825,-45.6675,8902.26,8.9023,0.087858,1313.34,1.3133,1.422e-05,0.0001177994,1252421.53
18.0,0.7,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,206.5483,743.574,237.8817,-35.2683,10409.88,10.4099,0.102738,2574.14,2.5741,1.422e-05,0.0001177994,1753390.14
18.0,0.85,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,250.8087,902.9113,247.9559,-25.1941,12036.29,12.0363,0.118789,3795.54,3.7955,1.422e-05,0.0001177994,2129116.59
18.0,0.95,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,280.3156,1009.1361,255.7553,-17.3947,13414.31,13.4143,0.132389,4741.14,4.7411,1.422e-05,0.0001177994,2379600.9
18.0,1.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,295.069,1062.2486,259.98,-13.17,14206.0,14.206,0.140202,5253.34,5.2533,1.422e-05,0.0001177994,2504843.05
18.0,1.2,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,354.0829,1274.6983,279.0452,5.8952,18198.81,18.1988,0.179608,7564.81,7.5648,1.422e-05,0.0001177994,3005811.66
18.0,1.5,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,442.6036,1593.3729,314.1425,40.9925,27550.25,27.5502,0.2719,11820.02,11.82,1.422e-05,0.0001177994,3757264.58
18.0,2.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,590.1381,2124.4971,389.97,116.82,58720.7,58.7207,0.579528,21013.36,21.0134,1.422e-05,0.0001177994,5009686.1
18.0,2.5,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,737.6726,2655.6214,487.4625,214.3125,128226.06,128.2261,1.265493,32833.38,32.8334,1.422e-05,0.0001177994,6262107.63
18.0,3.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,885.2071,3186.7457,606.62,333.47,275670.69,275.6707,2.720658,47280.06,47.2801,1.422e-05,0.0001177994,7514529.15
18.0,4.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,1180.2762,4248.9943,909.93,636.78,1139488.65,1139.4886,11.245879,84053.44,84.0534,1.422e-05,0.0001177994,10019372.2
18.0,5.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,1475.3452,5311.2428,1299.9,1026.75,3970698.05,3970.6981,39.187743,131333.51,131.3335,1.422e-05,0.0001177994,12524215.26
18.0,6.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,1770.4143,6373.4914,1776.53,1503.38,11849116.5,11849.1165,116.941688,189120.25,189.1202,1.422e-05,0.0001177994,15029058.31
18.0,8.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,2360.5524,8497.9885,2989.77,2716.62,73267991.89,73267.9919,723.098859,336213.77,336.2138,1.422e-05,0.0001177994,20038744.41
18.0,10.0,216.65,-56.5,7504.77,7.5048,0.074066,0.120675,295.069,2950.6905,10622.4857,4549.65,4276.5,318496759.35,318496.7593,3143.318622,525334.02,525.334,1.422e-05,0.0001177994,25048430.51
20.0,0.1,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,29.5069,106.2249,217.0833,-56.0667,5513.25,5.5132,0.054412,38.32,0.0383,1.422e-05,0.0001614768,182731.57
20.0,0.3,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,88.5207,318.6746,220.5497,-52.6003,5827.57,5.8276,0.057514,344.91,0.3449,1.422e-05,0.0001614768,548194.72
20.0,0.5,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,147.5345,531.1243,227.4825,-45.6675,6494.31,6.4943,0.064094,958.1,0.9581,1.422e-05,0.0001614768,913657.86
20.0,0.7,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,206.5483,743.574,237.8817,-35.2683,7594.14,7.5941,0.074948,1877.87,1.8779,1.422e-05,0.0001614768,1279121.01
20.0,0.85,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,250.8087,902.9113,247.9559,-25.1941,8780.63,8.7806,0.086658,2768.89,2.7689,1.422e-05,0.0001614768,1553218.37
20.0,0.95,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,280.3156,1009.1361,255.7553,-17.3947,9785.92,9.7859,0.096579,3458.72,3.4587,1.422e-05,0.0001614768,1735949.94
20.0,1.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,295.069,1062.2486,259.98,-13.17,10363.46,10.3635,0.102279,3832.38,3.8324,1.422e-05,0.0001614768,1827315.73
20.0,1.2,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,354.0829,1274.6983,279.0452,5.8952,13276.27,13.2763,0.131027,5518.63,5.5186,1.422e-05,0.0001614768,2192778.87
20.0,1.5,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,442.6036,1593.3729,314.1425,40.9925,20098.26,20.0983,0.198354,8622.86,8.6229,1.422e-05,0.0001614768,2740973.59
20.0,2.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,590.1381,2124.4971,389.97,116.82,42837.52,42.8375,0.422773,15329.52,15.3295,1.422e-05,0.0001614768,3654631.45
20.0,2.5,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,737.6726,2655.6214,487.4625,214.3125,93542.59,93.5426,0.923194,23952.38,23.9524,1.422e-05,0.0001614768,4568289.32
20.0,3.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,885.2071,3186.7457,606.62,333.47,201105.37,201.1054,1.984756,34491.42,34.4914,1.422e-05,0.0001614768,5481947.18
20.0,4.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,1180.2762,4248.9943,909.93,636.78,831271.85,831.2719,8.204015,61318.08,61.3181,1.422e-05,0.0001614768,7309262.91
20.0,5.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,1475.3452,5311.2428,1299.9,1026.75,2896676.1,2896.6761,28.58797,95809.51,95.8095,1.422e-05,0.0001614768,9136578.63
20.0,6.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,1770.4143,6373.4914,1776.53,1503.38,8644085.27,8644.0853,85.310489,137965.69,137.9657,1.422e-05,0.0001614768,10963894.36
20.0,8.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,2360.5524,8497.9885,2989.77,2716.62,53449957.18,53449.9572,527.510063,245272.34,245.2723,1.422e-05,0.0001614768,14618525.81
20.0,10.0,216.65,-56.5,5474.83,5.4748,0.054032,0.088034,295.069,2950.6905,10622.4857,4549.65,4276.5,232347546.47,232347.5465,2293.091996,383238.03,383.238,1.422e-05,0.0001614768,18273157.27
25.0,0.1,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,29.8455,107.4436,222.0933,-51.0567,2528.61,2.5286,0.024955,17.58,0.0176,1.449e-05,0.0003671294,81294.1
25.0,0.3,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,89.5364,322.3309,225.6397,-47.5103,2672.77,2.6728,0.026378,158.19,0.1582,1.449e-05,0.0003671294,243882.3
25.0,0.5,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,149.2273,537.2182,232.7325,-40.4175,2978.57,2.9786,0.029396,439.42,0.4394,1.449e-05,0.0003671294,406470.51
25.0,0.7,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,208.9182,752.1054,243.3717,-29.7783,3483.0,3.483,0.034374,861.27,0.8613,1.449e-05,0.0003671294,569058.71
25.0,0.85,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,253.6863,913.2709,253.6784,-19.4716,4027.17,4.0272,0.039745,1269.93,1.2699,1.449e-05,0.0003671294,690999.86
25.0,0.95,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,283.5318,1020.7145,261.6578,-11.4922,4488.24,4.4882,0.044295,1586.32,1.5863,1.449e-05,0.0003671294,772293.96
25.0,1.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,298.4545,1074.4363,265.98,-7.17,4753.12,4.7531,0.04691,1757.69,1.7577,1.449e-05,0.0003671294,812941.01
25.0,1.2,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,358.1454,1289.3236,285.4852,12.3352,6089.06,6.0891,0.060094,2531.08,2.5311,1.449e-05,0.0003671294,975529.21
25.0,1.5,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,447.6818,1611.6545,321.3925,48.2425,9217.92,9.2179,0.090974,3954.81,3.9548,1.449e-05,0.0003671294,1219411.52
25.0,2.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,596.9091,2148.8726,398.97,125.82,19647.1,19.6471,0.193902,7030.77,7.0308,1.449e-05,0.0003671294,1625882.02
25.0,2.5,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,746.1363,2686.0908,498.7125,225.5625,42902.6,42.9026,0.423416,10985.58,10.9856,1.449e-05,0.0003671294,2032352.53
25.0,3.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,895.3636,3223.3089,620.62,347.47,92235.45,92.2354,0.910293,15819.23,15.8192,1.449e-05,0.0003671294,2438823.04
25.0,4.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,1193.8181,4297.7452,930.93,657.78,381256.51,381.2565,3.762709,28123.07,28.1231,1.449e-05,0.0003671294,3251764.05
25.0,5.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,1492.2726,5372.1815,1329.9,1056.75,1328538.46,1328.5385,13.111655,43942.3,43.9423,1.449e-05,0.0003671294,4064705.06
25.0,6.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,1790.7272,6446.6178,1817.53,1544.38,3964543.96,3964.544,39.127007,63276.91,63.2769,1.449e-05,0.0003671294,4877646.07
25.0,8.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,2387.6362,8595.4904,3058.77,2785.62,24514416.29,24514.4163,241.938478,112492.29,112.4923,1.449e-05,0.0003671294,6503528.09
25.0,10.0,221.65,-51.5,2510.99,2.511,0.024782,0.039465,298.4545,2984.5453,10744.3631,4654.65,4381.5,106564434.83,106564.4348,1051.709201,175769.21,175.7692,1.449e-05,0.0003671294,8129410.12
30.0,0.1,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,30.1802,108.6487,227.1033,-46.0467,1180.07,1.1801,0.011646,8.2,0.0082,1.476e-05,0.0008194493,36829.86
30.0,0.3,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,90.5406,325.9462,230.7297,-42.4203,1247.35,1.2473,0.01231,73.83,0.0738,1.476e-05,0.0008194493,110489.58
30.0,0.5,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,150.901,543.2437,237.9825,-35.1675,1390.06,1.3901,0.013719,205.07,0.2051,1.476e-05,0.0008194493,184149.3
30.0,0.7,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,211.2614,760.5411,248.8617,-24.2883,1625.47,1.6255,0.016042,401.94,0.4019,1.476e-05,0.0008194493,257809.01
30.0,0.85,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,256.5317,923.5142,259.4009,-13.7491,1879.43,1.8794,0.018549,592.66,0.5927,1.476e-05,0.0008194493,313053.8
30.0,0.95,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,286.7119,1032.163,267.5603,-5.5897,2094.6,2.0946,0.020672,740.31,0.7403,1.476e-05,0.0008194493,349883.66
30.0,1.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,301.802,1086.4873,271.98,-1.17,2218.22,2.2182,0.021892,820.29,0.8203,1.476e-05,0.0008194493,368298.59
30.0,1.2,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,362.1624,1303.7848,291.9252,18.7752,2841.69,2.8417,0.028045,1181.22,1.1812,1.476e-05,0.0008194493,441958.31
30.0,1.5,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,452.7031,1629.731,328.6425,55.4925,4301.89,4.3019,0.042456,1845.66,1.8457,1.476e-05,0.0008194493,552447.89
30.0,2.0,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,603.6041,2172.9747,407.97,134.82,9169.06,9.1691,0.090492,3281.17,3.2812,1.476e-05,0.0008194493,736597.18
30.0,2.5,226.65,-46.5,1171.85,1.1718,0.011565,0.018012,301.802,754.5051,2716.2183,509.9625,236.8125,20022.1,20.0221,0.197603,5126.83,5.1268,1.476e-05,0.0008194493,920746.48
